words@kab1991m	@kab1991m	91.874	92.002	он
words@kab1991m	@kab1991m	92.002	92.203	был
words@kab1991m	@kab1991m	92.203	92.404	заброшен
words@kab1991m	@kab1991m	92.404	92.81	/
words@kab1991m	@kab1991m	92.81	93.015	потом
words@kab1991m	@kab1991m	93.015	93.207	вот
words@kab1991m	@kab1991m	93.207	93.445	/
words@kab1991m	@kab1991m	93.445	94.012	сгорел
words@kab1991m	@kab1991m	94.012	94.345	/
words@kab1991m	@kab1991m	94.345	94.557	или
words@kab1991m	@kab1991m	94.557	95.191	подожгли
words@kab1991m	@kab1991m	95.191	95.268	/
words@kab1991m	@kab1991m	95.268	95.46	я
words@kab1991m	@kab1991m	95.46	95.606	не
words@kab1991m	@kab1991m	95.606	95.836	знаю
words@kab1991m	@kab1991m	95.836	95.946	/
words@kab1991m	@kab1991m	95.946	95.99	/
words@kab1991m	@kab1991m	96.72	96.907	и
words@kab1991m	@kab1991m	96.907	97.135	вот
words@kab1991m	@kab1991m	97.135	97.34	щас
words@kab1991m	@kab1991m	97.34	97.501	он
words@kab1991m	@kab1991m	97.501	97.595	вот
words@kab1991m	@kab1991m	97.595	97.67	в
words@kab1991m	@kab1991m	97.67	97.982	таком
words@kab1991m	@kab1991m	97.982	98.409	состоянии
words@kab1991m	@kab1991m	98.409	98.555	/
words@kab1991m	@kab1991m	98.555	98.649	у
words@kab1991m	@kab1991m	98.649	98.769	нас
words@kab1991m	@kab1991m	98.769	98.856	в
words@kab1991m	@kab1991m	98.856	99.186	городе
words@kab1991m	@kab1991m	99.186	99.491	вообще
words@kab1991m	@kab1991m	99.491	99.695	три
words@kab1991m	@kab1991m	99.695	100.189	заброшенных
words@kab1991m	@kab1991m	100.189	100.772	кинотеатра
words@kab1991m	@kab1991m	100.772	100.887	/
words@kab1991m	@kab1991m	100.887	101.236	это
words@kab1991m	@kab1991m	101.236	101.585	/
words@kab1991m	@kab1991m	101.585	101.762	оч
words@kab1991m	@kab1991m	101.762	102.271	символично
words@kab1991m	@kab1991m	102.271	102.501	/
words@kab1991m	@kab1991m	102.501	102.865	Победа
words@kab1991m	@kab1991m	102.865	103.777	/
words@kab1991m	@kab1991m	103.777	104.322	ааа
words@kab1991m	@kab1991m	104.322	104.383	/
words@kab1991m	@kab1991m	104.383	105.094	Дружба
words@kab1991m	@kab1991m	105.094	105.337	и
words@kab1991m	@kab1991m	105.337	105.583	Родина
words@kab1991m	@kab1991m	105.583	105.685	/
words@kab1991m	@kab1991m	105.685	105.785	/
words@kab1991m	@kab1991m	107.515	107.683	да
words@kab1991m	@kab1991m	107.683	107.851	/
words@kab1991m	@kab1991m	107.851	107.913	и
words@kab1991m	@kab1991m	107.913	108.01	все
words@kab1991m	@kab1991m	108.01	108.309	они
words@kab1991m	@kab1991m	108.309	108.393	с
words@kab1991m	@kab1991m	108.393	108.969	советских
words@kab1991m	@kab1991m	108.969	109.388	времен
words@kab1991m	@kab1991m	109.388	109.547	они
words@kab1991m	@kab1991m	109.547	109.744	не
words@kab1991m	@kab1991m	109.744	110.524	функционируют
words@kab1991m	@kab1991m	110.524	110.595	/
words@kab1991m	@kab1991m	110.595	110.705	/
words@kab1991m	@kab1991m	110.9	111.336	памятник
words@kab1991m	@kab1991m	111.336	112.381	градостроительства
words@kab1991m	@kab1991m	112.381	112.475	и
words@kab1991m	@kab1991m	112.475	113.049	архитектуры
words@kab1991m	@kab1991m	113.049	113.665	регионального
words@kab1991m	@kab1991m	113.665	114.222	значения
words@kab1991m	@kab1991m	114.222	114.281	/
words@kab1991m	@kab1991m	114.281	114.39	/
words@kab1991m	@kab1991m	115.395	115.884	кинотеатр
words@kab1991m	@kab1991m	115.884	116.263	Победа
words@kab1991m	@kab1991m	116.263	116.358	/
words@kab1991m	@kab1991m	116.358	116.58	первый
words@kab1991m	@kab1991m	116.58	117.03	профессиональный
words@kab1991m	@kab1991m	117.03	117.468	кинотеатр
words@kab1991m	@kab1991m	117.468	118.058	республики
words@kab1991m	@kab1991m	118.058	118.135	/
words@kab1991m	@kab1991m	118.135	118.516	подлежит
words@kab1991m	@kab1991m	118.516	119.094	государственной
words@kab1991m	@kab1991m	119.094	119.416	охране...
words@kab1991m	@kab1991m	119.416	119.529	/
words@kab1991m	@kab1991m	119.529	119.585	/
words@kab1991m	@kab1991m	128.095	128.524	ну
words@kab1991m	@kab1991m	128.524	128.636	/
words@kab1991m	@kab1991m	128.636	128.808	ф
words@kab1991m	@kab1991m	128.808	128.915	/
words@kab1991m	@kab1991m	128.915	129.184	я
words@kab1991m	@kab1991m	129.184	129.281	к
words@kab1991m	@kab1991m	129.281	129.547	кино
words@kab1991m	@kab1991m	129.547	130.005	пришёл
words@kab1991m	@kab1991m	130.005	130.41	не
words@kab1991m	@kab1991m	130.41	130.815	совсем
words@kab1991m	@kab1991m	130.815	131.209	осознанно
words@kab1991m	@kab1991m	131.209	131.294	/
words@kab1991m	@kab1991m	131.294	131.385	/
words@kab1991m	@kab1991m	131.6	131.736	ну
